000000000000000200000120000012000001201021,l
000000000000000200000020000012000001211021,l
000000000000000200000020000012010001201021,l
000000000000000200000020000012000001201121,l
000000000000000200000020000012000101201021,l
000000000000000200000020000012000011201021,l
000000000000000200000020000002100001211021,l
000000000000000200000020000002010001211021,l
000000000000000200000020000002000001211121,l
000000000000000200000020000002000101211021,l
000000000000000200000020100002010001201021,l
000000000000000200000020000002010001201121,l
000000000000000200000020000002010101201021,l
000000000000000200000020000002010011201021,l
000000000000000200000020000002001001201121,l
000000000000000200000020000002000101201121,l
000000000000000200000020001002000101201021,l
000000000000000200000020000002000111201021,l
000000000000000000020100002010000201201021,l
000000000000000000020000002011000201201021,l
000000000000000000020000002010000201211021,l
000000000000000000020000002010010201201021,l
000000000000000000020000002010000201201121,l
000000000000000000020010002001000201201021,l
000000000000000000020000002001010201201021,l
000000000000000000020000102000010201201021,l
000000000000000000020000002001000201211021,l
000000000000000000020000002001000201201121,l
000000000000000100020010002001000200201021,l
000000000000000000020010002001000200211021,l
000000000000000000020010002001010200201021,l
000000000000000000020010002001000200201121,l
000000000000000200000020000002000011211021,l
000000000000000200000021000002100000211021,l
000000000000000200000020000002110000211021,l
000000000000000200000020000002100000211121,l
000000000000000200000020000002100100211021,l
000000000000000200000020000002100010211021,l
000000000000000200000020100002010000211021,l
000000000000000200000020000002010000211121,l
000000000000000200000020000002010100211021,l
000000000000000200000020000002010010211021,l
000000000000000200000020000002001000211121,l
000000000000000200000020000002000100211121,l
000000000000000200000020000002000010211121,l
000000000000000200000020001002000100211021,l
000000000000000200000020000002000110211021,l
000000000000000200000020000102000010211021,l
000000000000000000020000002000100201211021,l
000000000000000000020000002000010201211021,l
000000000000000000020000002000000201211121,l
000000000000000000020000002001100200211021,l
000000000000000000020000002001010200211021,l
000000000000000000020001002000100200211021,l
000000000000000000020000002000110200211021,l
000000000000000001000000100020010002201021,w
000000000000000001000000100002010002201021,w
000000000000000001000000100000010002221021,w
000000000000000001000000100000010002201221,w
000000000000000001000000100000010202201021,w
000000000000000001000000100000010022201021,w
000000000000000001000020100002010000201021,w
000000000000000001000000100002010000221021,w
000000000000000200000020100002010100201021,l
000000000000000200000020001002010100201021,l
000000000000000000020000002000010201201121,l
000000000000000000020000102001010200201021,l
000000000000000000020000102000010200211021,l
000000000000000001000000102000010200201021,w
000000000000000200000020000002000011201121,l
000000000000000200000020100002010000201121,l
000000000000000200000020000002011000201121,l
000000000000000200000020000002010100201121,l
000000000000000200000020000002010010201121,l
000000000000000200000020010002001000201121,l
000000000000000200000020000002001100201121,l
000000000000000200000020000002001010201121,l
000000000000000200000020001002000100201121,l
000000000000000200000020000002000110201121,l
000000000000000200000020000102000010201121,l
000000000000000000020000002000001201201121,l
000000000000000000020000002001010200201121,l
000000000000000000020000002001001200201121,l
000000000000000000020000102000010200201121,l
000000000000000000020000002000011200201121,l
000000000000000200000020000002010110201021,l
000000000000000200010020001002000100201021,l
000000000000000200000020001002000110201021,l
000000000000000000001000000120000012201021,w
000000000000000000001000000102000012201021,w
000000000000000000001000000100000012221021,w
000000000000000000001000000100020012201021,w
000000000000000000001000000100000012201221,w
000000000000000000001000000100000212201021,w
000000000000000200000020000102000011201021,l
000000000000000200000020100002010010201021,l
000000000000000200000020000102010010201021,l
000000000000000200000020000102000110201021,l
000000000000000000001020000102000010201021,w
000000000000000000001000000102000010221021,w
000000000000000000001000000102020010201021,w
000000000000000000001000000102000010201221,w
000000000000000000001000000102000210201021,w
000000000000000000020000002010000211201021,l
000000000000000000020000002001000211201021,l
000000000000000000020000002000000211211021,l
000000000000000000020000002000010211201021,l
000000000000000000020000002000000211201121,l
000000000000000000020010002001000210201021,l
000000000000000000020000002001010210201021,l
000000000000000000020000102000010210201021,l
000000000000000000001000000100020210201021,w
000000000000000000001000002100000210201021,w
000000000000000000000200000011110002221021,w
000000000000002001000200100010010002201021,w
000000000000000001000200100012010002201021,w
000000000000000001000200100010010002221021,w
000000000000000000000020000011110002221021,w
000000000000000000000000200011110002221021,w
000000000000000000000000000011110202221021,w
000000000000000001000200100021010002201021,w
000000000000000001000020100021010002201021,w
000000000000000001000000100021010002221021,w
000000000000000201000020100001010002201021,w
000000000000000001000200100020010002211021,w
000000000000000001000000100022010002211021,w
000000000000000001000000100020210002211021,w
000000000000002001000100100020010002201021,w
000000000000000001000100100022010002201021,w
000000000000000001000100100020010002221021,w
000000000000000001000200100020010002201121,w
000000000000000001000200100020010102201021,w
000000000000000001000200100020010012201021,w
000000000000000001000020100012010002201021,w
000000000000000001000000100012010002221021,w
000000000000000001000010100022010002201021,w
000000000000000201000010100002010002201021,w
000000000000000001000010100002010002221021,w
000000000000000001000020100002010002211021,w
000000000000000001000000100002210002211021,w
000000000000000001000000100010210002221021,w
000000000000000001000020100001010002221021,w
000000000000000001000000100001210002221021,w
000000000000000001000000100020110002221021,w
000000000000000001000000100002110002221021,w
000000000000000001000002100000110002221021,w
000000000000000001000000100022010002201121,w
000000000000000001000000100020010002221121,w
000000000000000001000000100022010102201021,w
000000000000000001000000100020010102221021,w
000000000000000001000000100022010012201021,w
000000000000000001000000100020010012221021,w
000000000000000000001200000120010012201021,w
000000000000000000001000000122010012201021,w
000000000000000000001000000120010012221021,w
000000000000000000001000200120010012201021,w
000000000000000000001000000120010012201221,w
000000000000000000001000000120010212201021,w
000000000000000001000020100002010012201021,w
000000000000000000001020000102010012201021,w
000000000000000000001000000102010012221021,w
000000000000000000001000200102010012201021,w
000000000000000000001000000102010012201221,w
000000000000000000001000000102010212201021,w
000000000000000000001000000100210012221021,w
000000000000000000001000200100010012221021,w
000000000000000002001000200100010012201021,w
000000000000000000001000200100010012201221,w
000000000000000000001000200100010212201021,w
000000000000000001000200100022010001201021,w
000000000000000001000020100022010001201021,w
000000000000000001000000100022010001221021,w
000000002000000201000010100002010000201021,w
000000000000000101000020100002010002201021,w
000000002000000101000020100002010000201021,w
000000000000000101000020100002010000221021,w
000000000000000001000020100002010001221021,w
000000000000000001000000100002210001221021,w
000000000000000201000010100002010000221021,w
000000000000000001000010100002210000221021,w
000000000000000001000020100002110000221021,w
000000000000000001000002100002110000221021,w
000000000000000001000020100002010002201121,w
000000000000000001000000100002010002221121,w
000000000000000001000020100002010102201021,w
000000000000000001000000100002010102221021,w
000000000000000001000000100002010012221021,w
000000000000000001000200100020010001221021,w
000000000000000001000000100020210001221021,w
000000000000000000000000000011110002221221,w
000000000000000000000000000011110022221021,w
000000000000000000000002000011110002221021,w
000000000000000201000020100001010000221021,w
000000000000000001000020100001210000221021,w
000000000000000021000002100000110000221021,w
000000000000000001000002100000210001221021,w
000000000000000001000002100001210000221021,w
000000000000000001000001100000210002221021,w
000000000000000001000001100002210000221021,w
000000000000000021000001100000210000221021,w
000000000000000001000000100000210000221021,w
000000000000000001000000100000210002221121,w
000000000000000001000000100000210102221021,w
000000000000000001000000100000210012221021,w
000000000000000000001000000100010012221221,w
000000000000000000001000000100010212221021,w
000000000000000001000020100002010010221021,w
000000000000000000001020000102010010221021,w
000000000000000000001000000102210010221021,w
000000000000000000001000200102010010221021,w
000000000000000000001000000102010010221221,w
000000000000000000001000000102010210221021,w
000000000000000000001020200102010010201021,w
000000000000000002001000200102010010201021,w
000000000000000000001000200102010010201221,w
000000000000000000001000200102010210201021,w
000000000000000001000200100020010001201221,w
000000000000000001000000100022010001201221,w
000000000000000001000000100020010001221221,w
000000000000000001000000100021010002201221,w
000000000000000001000020100001010002201221,w
000000000000000001000000100001010002221221,w
000000000000000000000000000001111002221221,w
000000000000000201000020100001010000201221,w
000000000000000000000020000001111000221221,w
000000000000000000000000200001111000221221,w
000000000000000001000000100020010002211221,w
000000000000000001000000100002010002211221,w
000000000000000001000000100000210002211221,w
000000000000000001000200100010010002201221,w
000000000000000001000000100012010002201221,w
000000000000000001000000100010010002221221,w
000000000000000001000000100020011002201221,w
000000000000000001000000100020010102201221,w
000000000000000001000000100020010012201221,w
000000000000000001000020100002010001201221,w
000000000000000001000000100002010001221221,w
000000000000000001000010100002010002201221,w
000000000000000201000010100002010000201221,w
000000000000000001000010100002010000221221,w
000000000000000001000020100002010000211221,w
000000000000000001000000100002210000211221,w
000000000000000001000000100002010000201221,w
000000000000000001000000100000210001221221,w
000000000000000001000020100001010000221221,w
000000000000000001000000100001210000221221,w
000000000000000001000000100000110002221221,w
000000000000000001000000100002110000221221,w
000000000000000001000002100000110000221221,w
000000000000000001000000100000010000221221,w
000000000000000001000000100020012001201221,w
000000000000000001000000100002012001201221,w
000000000000000001000000120000012001201221,w
000000000000000001000000120001012000201221,w
000000000000000001000000100000012000201221,w
000000000000000001000000100000010200201221,w
000000000000000001000000100002011002201221,w
000000000000000001000000100000011002221221,w
000000000000000001000000120000011002201221,w
000000000000000000000000000020011112201221,w
000000000000000000000000000002011112201221,w
000000000000000000000000000000111102221221,w
000000000000000000000000200000011112201221,w
000000000000000000000000020000011112201221,w
000000000000000000000000002000011112201221,w
000000000000000000000000000000011112221221,w
000000000000000001000020100002011000201221,w
000000000000000001000000100002011000221221,w
000000000000000001000000120002011000201221,w
000000000000000000000020000002011110201221,w
000000000000000000000000000002111100221221,w
000000000000000000000000200002011110201221,w
000000000000000000000000020002011110201221,w
000000000000000000000000002002011110201221,w
000000000000000000000000000002011110221221,w
000000000000000000000000020001111000221221,w
000000000000000000000000000001111200221221,w
000000000000000000000000000001111020221221,w
000000000000000000000002000001111000221221,w
000000000000000000000000200000111100221221,w
000000000000000002000000200000011110201221,w
000000000000000000000000220000011110201221,w
000000000000000000000000202000011110201221,w
000000000000000000000000200000011110221221,w
000000000000000001000000100002010102201221,w
000000000000000001000000100000010102221221,w
000000000000000001000020100002010100201221,w
000000000000000001000000100002010100221221,w
000000000000000000000002000000111100221221,w
000000000000000000000000000000211110221221,w
